code,name,open,close,high,low,settle,presettle,preclose,turnovervalue,volume,openinterest,date,pz,delivery_month,multiplier,ticksize,category,qualified,qualified_ma,qualified_ma_gt_0,group_num,next_c_chg,c_chg,adjusted_close,adjusted_open,adjusted_high,adjusted_low
SA009,SA009,1462.0,1459.0,1478.0,1442.0,1462.0,1460.0,1464.0,210345250.0,143875,62853,2020-05-27,SA,202009,20,1.0,SA,1,0.0,True,3,0,0,1459.0,1462.0,1478.0,1442.0
SA009,SA009,1461.0,1462.0,1469.0,1453.0,1462.0,1462.0,1459.0,98418916.0,67318,63681,2020-05-28,SA,202009,20,1.0,SA,1,0.125,True,3,0,0,1462.0,1461.0,1469.0,1453.0
SA009,SA009,1463.0,1476.0,1487.0,1462.0,1477.0,1462.0,1462.0,167459306.0,113378,63420,2020-05-29,SA,202009,20,1.0,SA,1,0.25,True,3,0,0,1476.0000000000002,1463.0000000000002,1487.0000000000002,1462.0000000000002
SA009,SA009,1478.0,1476.0,1485.0,1470.0,1477.0,1477.0,1476.0,108110492.0,73196,65972,2020-06-01,SA,202009,20,1.0,SA,1,0.375,True,3,0,0,1476.0000000000002,1478.0000000000002,1485.0000000000002,1470.0000000000002
SA009,SA009,1472.0,1471.0,1477.0,1456.0,1467.0,1477.0,1476.0,82147599.0,55997,65245,2020-06-02,SA,202009,20,1.0,SA,1,0.375,True,3,0,0,1471.0000000000002,1472.0000000000002,1477.0000000000002,1456.0000000000002
SA009,SA009,1475.0,1485.0,1486.0,1467.0,1477.0,1467.0,1471.0,98391832.0,66616,70443,2020-06-03,SA,202009,20,1.0,SA,1,0.5,True,3,0,0,1485.0,1475.0,1486.0,1467.0
SA009,SA009,1486.0,1466.0,1490.0,1462.0,1475.0,1477.0,1485.0,92728825.0,62867,66454,2020-06-04,SA,202009,20,1.0,SA,1,0.5,True,3,0,0,1466.0,1486.0,1490.0,1462.0
SA009,SA009,1468.0,1470.0,1472.0,1464.0,1468.0,1475.0,1466.0,57006844.0,38833,67928,2020-06-05,SA,202009,20,1.0,SA,-1,0.5,True,3,0,0,1470.0000000000002,1468.0000000000002,1472.0000000000002,1464.0000000000002
SA009,SA009,1473.0,1465.0,1478.0,1461.0,1468.0,1468.0,1470.0,67955188.0,46291,68469,2020-06-08,SA,202009,20,1.0,SA,-1,0.375,True,3,0,0,1465.0000000000002,1473.0000000000002,1478.0000000000002,1461.0000000000002
SA009,SA009,1465.0,1436.0,1466.0,1433.0,1444.0,1468.0,1465.0,134024860.0,92815,77795,2020-06-09,SA,202009,20,1.0,SA,1,0.375,True,3,0,0,1436.0000000000002,1465.0000000000002,1466.0000000000002,1433.0000000000002
SA009,SA009,1436.0,1432.0,1445.0,1431.0,1438.0,1444.0,1436.0,74988824.0,52148,76735,2020-06-10,SA,202009,20,1.0,SA,1,0.5,True,3,0,0,1432.0000000000002,1436.0000000000002,1445.0000000000002,1431.0000000000002
SA009,SA009,1434.0,1431.0,1437.0,1423.0,1431.0,1438.0,1432.0,81143424.0,56704,78165,2020-06-11,SA,202009,20,1.0,SA,1,0.625,True,3,0,0,1431.0,1434.0,1437.0,1423.0
SA009,SA009,1425.0,1436.0,1444.0,1422.0,1437.0,1431.0,1431.0,118305336.0,82328,78201,2020-06-12,SA,202009,20,1.0,SA,1,0.75,True,3,0,0,1436.0000000000002,1425.0000000000002,1444.0000000000002,1422.0000000000002
SA009,SA009,1438.0,1445.0,1455.0,1432.0,1443.0,1437.0,1436.0,100020102.0,69314,75135,2020-06-15,SA,202009,20,1.0,SA,1,0.75,True,3,0,0,1445.0,1438.0,1455.0,1432.0
SA009,SA009,1443.0,1448.0,1452.0,1436.0,1446.0,1443.0,1445.0,68794896.0,47576,72362,2020-06-16,SA,202009,20,1.0,SA,-1,0.625,True,3,0,0,1448.0000000000002,1443.0000000000002,1452.0000000000002,1436.0000000000002
SA009,SA009,1450.0,1439.0,1453.0,1435.0,1443.0,1446.0,1448.0,54698358.0,37906,71122,2020-06-17,SA,202009,20,1.0,SA,-1,0.5,True,3,0,0,1439.0,1450.0,1453.0,1435.0
SA009,SA009,1440.0,1432.0,1442.0,1429.0,1434.0,1443.0,1439.0,57083238.0,39807,74366,2020-06-18,SA,202009,20,1.0,SA,-1,0.375,True,3,0,0,1432.0,1440.0,1442.0,1429.0
SA009,SA009,1432.0,1440.0,1440.0,1428.0,1434.0,1434.0,1432.0,56796438.0,39607,74033,2020-06-19,SA,202009,20,1.0,SA,-1,0.25,True,3,0,0,1440.0,1432.0,1440.0,1428.0
SA009,SA009,1441.0,1436.0,1445.0,1431.0,1437.0,1434.0,1440.0,47512968.0,33064,75951,2020-06-22,SA,202009,20,1.0,SA,-1,0.125,True,3,0,0,1436.0,1441.0,1445.0,1431.0
SA009,SA009,1436.0,1427.0,1438.0,1425.0,1430.0,1437.0,1436.0,62785580.0,43906,81595,2020-06-23,SA,202009,20,1.0,SA,-1,0.0,True,3,0,0,1427.0,1436.0,1438.0,1425.0
SA009,SA009,1427.0,1401.0,1429.0,1396.0,1413.0,1430.0,1427.0,120585420.0,85340,88835,2020-06-24,SA,202009,20,1.0,SA,1,0.0,True,3,0,0,1401.0,1427.0,1429.0,1396.0
