code,name,open,close,high,low,settle,presettle,preclose,turnovervalue,volume,openinterest,date,pz,delivery_month,multiplier,ticksize,category,qualified,qualified_ma,qualified_ma_gt_0,group_num,next_c_chg,c_chg,adjusted_close,adjusted_open,adjusted_high,adjusted_low
CU1011.SHF,沪铜1011,55600.0,55130.0,55700.0,55110.0,55420.0,55410.0,55640.0,82608766900.0,298110,134804,2010-07-27,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,55130.0,55600.0,55700.0,55110.0
CU1011.SHF,沪铜1011,54950.0,56250.0,56360.0,54910.0,55640.0,55420.0,55130.0,116153000000.0,417508,165472,2010-07-28,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,56250.00000000001,54950.000000000015,56360.000000000015,54910.000000000015
CU1011.SHF,沪铜1011,56100.0,56230.0,56490.0,55810.0,56140.0,55640.0,56250.0,126463000000.0,450466,177070,2010-07-29,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,56230.00000000001,56100.000000000015,56490.000000000015,55810.000000000015
CU1011.SHF,沪铜1011,56390.0,56280.0,56400.0,55900.0,56180.0,56140.0,56230.0,109347000000.0,389258,185814,2010-07-30,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,56280.000000000015,56390.000000000015,56400.000000000015,55900.000000000015
CU1011.SHF,沪铜1011,56830.0,57590.0,58030.0,56800.0,57520.0,56180.0,56280.0,129814000000.0,451366,195214,2010-08-02,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,57590.000000000015,56830.000000000015,58030.000000000015,56800.000000000015
CU1011.SHF,沪铜1011,58030.0,57450.0,58230.0,57400.0,57800.0,57520.0,57590.0,127832000000.0,442306,198186,2010-08-03,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,57450.00000000002,58030.00000000003,58230.00000000003,57400.00000000003
CU1011.SHF,沪铜1011,57330.0,57660.0,57800.0,57060.0,57380.0,57800.0,57450.0,124100000000.0,432502,203924,2010-08-04,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,57660.00000000002,57330.00000000002,57800.00000000003,57060.00000000002
CU1011.SHF,沪铜1011,58100.0,57400.0,58500.0,57250.0,57800.0,57380.0,57660.0,157245000000.0,544078,210008,2010-08-05,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,57400.000000000015,58100.000000000015,58500.000000000015,57250.000000000015
CU1011.SHF,沪铜1011,57100.0,57830.0,57900.0,57010.0,57440.0,57800.0,57400.0,108564000000.0,377992,205170,2010-08-06,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,57830.00000000002,57100.00000000002,57900.00000000003,57010.00000000002
CU1011.SHF,沪铜1011,57860.0,58280.0,58310.0,57850.0,58090.0,57440.0,57830.0,93264041200.0,321068,205602,2010-08-09,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,58280.00000000003,57860.00000000003,58310.00000000003,57850.00000000003
CU1011.SHF,沪铜1011,57990.0,57240.0,58030.0,57130.0,57550.0,58090.0,58280.0,100268000000.0,348414,207372,2010-08-10,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,57240.00000000003,57990.00000000003,58030.00000000003,57130.00000000002
CU1011.SHF,沪铜1011,57060.0,56700.0,57690.0,56600.0,57120.0,57550.0,57240.0,121128000000.0,424108,202794,2010-08-11,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,56700.00000000002,57060.00000000002,57690.00000000003,56600.00000000002
CU1011.SHF,沪铜1011,56660.0,56270.0,56750.0,55910.0,56310.0,57120.0,56700.0,123118000000.0,437282,196182,2010-08-12,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,56270.00000000003,56660.00000000002,56750.00000000002,55910.00000000002
CU1011.SHF,沪铜1011,56650.0,57330.0,57360.0,56460.0,56870.0,56310.0,56270.0,87493152800.0,307672,203226,2010-08-13,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,57330.00000000003,56650.00000000002,57360.00000000003,56460.00000000002
CU1011.SHF,沪铜1011,56800.0,57300.0,57460.0,56550.0,57040.0,56870.0,57330.0,94634206900.0,331814,192334,2010-08-16,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,57300.00000000003,56800.00000000002,57460.00000000003,56550.00000000002
CU1011.SHF,沪铜1011,57400.0,57750.0,57770.0,57080.0,57480.0,57040.0,57300.0,76767602900.0,267078,184718,2010-08-17,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,57750.00000000004,57400.00000000004,57770.00000000004,57080.00000000004
CU1011.SHF,沪铜1011,58080.0,58040.0,58520.0,57900.0,58240.0,57480.0,57750.0,76040608400.0,261108,170428,2010-08-18,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,0,0,58040.00000000003,58080.00000000003,58520.00000000003,57900.00000000003
CU1011.SHF,沪铜1011,58270.0,58260.0,58360.0,57710.0,58080.0,58240.0,58040.0,61258847600.0,210912,162142,2010-08-19,CU,201011,5,10.0,CU,1,0.9854014598540146,True,1,1,0,58260.00000000003,58270.00000000003,58360.00000000003,57710.00000000003
CU1012.SHF,沪铜1012,58400.0,57020.0,57990.0,56950.0,57420.0,58140.0,58400.0,71228812700.0,248088,114864,2010-08-20,CU,201012,5,10.0,CU,1,0.9854014598540146,True,1,0,1,56883.308219178114,58260.00000000004,57850.98287671236,56813.47602739729
CU1012.SHF,沪铜1012,57220.0,57140.0,57420.0,56970.0,57170.0,57420.0,57020.0,71731086100.0,250904,124594,2010-08-23,CU,201012,5,10.0,CU,1,0.9854014598540146,True,1,0,0,57003.02054794523,57082.828767123305,57282.34931506852,56833.4280821918
CU1012.SHF,沪铜1012,56910.0,56820.0,57390.0,56610.0,56950.0,57170.0,57140.0,104602000000.0,367330,145428,2010-08-24,CU,201012,5,10.0,CU,1,0.9854014598540146,True,1,0,0,56683.7876712329,56773.57191780824,57252.42123287674,56474.29109589044
CU1012.SHF,沪铜1012,56420.0,56690.0,56900.0,56300.0,56610.0,56950.0,56820.0,100172000000.0,353862,148638,2010-08-25,CU,201012,5,10.0,CU,1,0.9854014598540146,True,1,0,0,56554.09931506852,56284.74657534249,56763.59589041099,56165.03424657537
CU1012.SHF,沪铜1012,57100.0,57330.0,57500.0,57050.0,57310.0,56610.0,56690.0,77031138700.0,268808,156214,2010-08-26,CU,201012,5,10.0,CU,1,0.9854014598540146,True,1,0,0,57192.56506849318,56963.1164383562,57362.15753424661,56913.2363013699
CU1012.SHF,沪铜1012,57450.0,57830.0,57870.0,57340.0,57600.0,57310.0,57330.0,79082871500.0,274574,159120,2010-08-27,CU,201012,5,10.0,CU,1,0.9854014598540146,True,1,0,0,57691.366438356206,57312.27739726032,57731.27054794525,57202.541095890454
CU1012.SHF,沪铜1012,58550.0,59390.0,59450.0,58500.0,59090.0,57600.0,57830.0,99598737600.0,337078,178364,2010-08-30,CU,201012,5,10.0,CU,1,0.9854014598540146,True,1,0,0,59247.6267123288,58409.640410958935,59307.482876712354,58359.76027397263
CU1012.SHF,沪铜1012,58800.0,58440.0,58900.0,58140.0,58600.0,59090.0,59390.0,103068000000.0,351750,179598,2010-08-31,CU,201012,5,10.0,CU,1,0.9854014598540146,True,1,0,0,58299.90410958908,58659.041095890454,58758.80136986305,58000.623287671275
CU1012.SHF,沪铜1012,58700.0,59590.0,59880.0,58670.0,59440.0,58600.0,58440.0,119361000000.0,401598,199934,2010-09-01,CU,201012,5,10.0,CU,1,0.9854014598540146,True,1,0,0,59447.14726027401,58559.28082191785,59736.452054794565,58529.35273972607
