code,name,open,close,high,low,settle,presettle,preclose,turnovervalue,volume,openinterest,date,pz,delivery_month,multiplier,ticksize,category,qualified,qualified_ma,qualified_ma_gt_0,group_num,next_c_chg,c_chg,adjusted_close,adjusted_open,adjusted_high,adjusted_low
IC1508.CFE,IC1508,7300.6,7702.8,7715.8,6955.2,7486.0,7258.2,7221.0,262819000000.0,179005,11127,2015-07-29,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,7702.8,7300.6,7715.8,6955.2
IC1508.CFE,IC1508,7700.0,7232.0,7731.0,7146.0,7372.4,7486.0,7702.8,286249000000.0,190390,11345,2015-07-30,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,7232.0,7700.0,7731.0,7146.0
IC1508.CFE,IC1508,7275.0,7399.0,7642.2,7210.0,7358.8,7372.4,7232.0,221606000000.0,149888,10625,2015-07-31,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,7398.999999999999,7274.999999999999,7642.199999999999,7209.999999999999
IC1508.CFE,IC1508,7335.0,7065.2,7351.0,6990.0,7093.8,7358.8,7399.0,140933000000.0,98428,11396,2015-08-03,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,7065.199999999999,7334.999999999999,7350.999999999999,6989.999999999999
IC1508.CFE,IC1508,7088.8,7657.6,7708.6,7069.2,7605.8,7093.8,7065.2,195282000000.0,131506,11310,2015-08-04,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,7657.5999999999985,7088.799999999998,7708.5999999999985,7069.199999999998
IC1508.CFE,IC1508,7677.0,7486.4,7737.2,7460.0,7556.8,7605.8,7657.6,179221000000.0,118095,10723,2015-08-05,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,7486.399999999998,7676.999999999998,7737.199999999998,7459.999999999998
IC1508.CFE,IC1508,7415.0,7545.4,7727.8,7361.0,7560.8,7556.8,7486.4,185961000000.0,122864,11038,2015-08-06,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,7545.399999999998,7414.999999999998,7727.799999999998,7360.999999999998
IC1508.CFE,IC1508,7600.0,7851.2,7966.0,7583.8,7838.6,7560.8,7545.4,206254000000.0,131512,11483,2015-08-07,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,7851.199999999998,7599.999999999998,7965.999999999998,7583.799999999998
IC1508.CFE,IC1508,7855.0,8330.0,8440.0,7855.0,8356.2,7838.6,7851.2,176163000000.0,108046,12475,2015-08-10,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,8329.999999999998,7854.999999999998,8439.999999999998,7854.999999999998
IC1508.CFE,IC1508,8356.8,8200.6,8396.2,8185.2,8279.6,8356.2,8330.0,172459000000.0,103813,11063,2015-08-11,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,8200.599999999999,8356.799999999997,8396.199999999999,8185.199999999998
IC1508.CFE,IC1508,8202.2,8082.2,8330.0,8051.0,8136.4,8279.6,8200.6,186464000000.0,113709,10608,2015-08-12,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,8082.199999999997,8202.199999999997,8329.999999999996,8050.999999999997
IC1508.CFE,IC1508,8100.0,8345.8,8387.0,8052.6,8323.4,8136.4,8082.2,185491000000.0,112898,11158,2015-08-13,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,8345.799999999997,8099.999999999998,8386.999999999998,8052.5999999999985
IC1508.CFE,IC1508,8388.0,8397.0,8527.8,8308.0,8414.2,8323.4,8345.8,197022000000.0,116621,10775,2015-08-14,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,8396.999999999998,8387.999999999998,8527.799999999997,8307.999999999998
IC1508.CFE,IC1508,8406.0,8659.0,8690.0,8200.0,8633.4,8414.2,8397.0,194087000000.0,114466,10505,2015-08-17,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,8658.999999999996,8405.999999999996,8689.999999999996,8199.999999999996
IC1508.CFE,IC1508,8689.0,7802.0,8761.6,7770.2,7871.8,8633.4,8659.0,226159000000.0,136282,8469,2015-08-18,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,0,0,7801.999999999998,8688.999999999998,8761.599999999999,7770.199999999998
IC1508.CFE,IC1508,7793.8,8151.2,8198.8,7603.2,8107.0,7871.8,7802.0,185696000000.0,117489,5614,2015-08-19,IC,201508,200,0.2,IC,1,0.9178082191780822,True,1,1,0,8151.199999999998,7793.799999999998,8198.799999999997,7603.199999999998
IC1509.CFE,IC1509,7710.6,7557.0,7918.0,7500.2,7589.2,7701.2,7710.6,201720000000.0,131354,14151,2015-08-20,IC,201509,200,0.2,IC,1,0.9178082191780822,True,1,0,1,7988.82297097502,8151.2,8370.451274868363,7928.7772987834915
IC1509.CFE,IC1509,7500.2,7207.4,7619.0,7060.0,7248.4,7589.2,7557.0,255590000000.0,173849,13814,2015-08-21,IC,201509,200,0.2,IC,1,0.9178082191780822,True,1,0,0,7619.246087204626,7928.7772987834915,8054.365782169999,7463.4233392991455
IC1509.CFE,IC1509,6953.0,6523.6,7044.6,6523.6,6523.6,7248.4,7207.4,119792000000.0,89052,15574,2015-08-24,IC,201509,200,0.2,IC,1,0.9178082191780822,True,1,0,0,6896.372308250978,7350.309132882005,7447.143350712005,6896.372308250978
IC1509.CFE,IC1509,6249.0,5871.4,6380.0,5871.4,5871.4,6523.6,6523.6,158725000000.0,128798,15352,2015-08-25,IC,201509,200,0.2,IC,1,0.9178082191780822,True,1,0,0,6206.904220164448,6606.081083184187,6744.56670038648,6206.904220164448
IC1509.CFE,IC1509,5869.0,5400.2,6150.0,5301.2,5567.4,5871.4,5871.4,195519000000.0,169262,15626,2015-08-26,IC,201509,200,0.2,IC,1,0.9178082191780822,True,1,0,0,5708.778855082612,6204.367079085931,6501.42401369543,5604.121785593856
IC1509.CFE,IC1509,5700.0,5928.2,6079.4,5510.0,5820.6,5567.4,5400.2,193054000000.0,166242,15306,2015-08-27,IC,201509,200,0.2,IC,1,0.9178082191780822,True,1,0,0,6266.949892355975,6025.710061473814,6426.789780302438,5824.853059424686
IC1509.CFE,IC1509,6101.2,6402.6,6402.6,5884.0,6276.6,5820.6,5928.2,158058000000.0,129943,15107,2015-08-28,IC,201509,200,0.2,IC,1,0.9178082191780822,True,1,0,0,6768.458112209165,6449.8354784322855,6768.458112209165,6220.224210826652
IC1509.CFE,IC1509,6387.0,5961.4,6388.0,5852.0,5959.0,6276.6,6402.6,103908000000.0,85814,13352,2015-08-31,IC,201509,200,0.2,IC,1,0.9178082191780822,True,1,0,0,6302.0470106087705,6751.966695198815,6753.023837314863,6186.395663113115
IC1509.CFE,IC1509,5960.0,5373.0,6195.6,5363.2,5437.4,5959.0,5961.4,122010000000.0,109123,14164,2015-09-01,IC,201509,200,0.2,IC,1,0.9178082191780822,True,1,0,0,5680.024589526106,6300.567011646304,6549.629694187222,5669.664596788835
IC1509.CFE,IC1509,5277.4,5377.0,5975.0,5101.8,5383.6,5437.4,5373.0,173955000000.0,158776,14495,2015-09-02,IC,201509,200,0.2,IC,1,0.9178082191780822,True,1,0,0,5684.253157990298,5578.961803231913,6316.424143387025,5393.327647653879
IC1509.CFE,IC1509,5650.0,5795.0,5921.8,5550.0,5802.8,5383.6,5377.0,13619144160.0,11697,11072,2015-09-07,IC,201509,200,0.2,IC,-1,0.8904109589041096,True,1,0,0,6126.138562498379,5972.852955671413,6260.184182813269,5867.1387440666085
IC1509.CFE,IC1509,5806.2,6383.0,6383.0,5752.6,6267.0,5802.8,5795.0,13128981360.0,10836,9509,2015-09-08,IC,201509,200,0.2,IC,-1,0.863013698630137,True,1,0,0,6747.7381267346245,6137.978554198116,6747.7381267346245,6081.315736777942
IC1509.CFE,IC1509,6428.0,6369.0,6578.0,6300.0,6371.0,6267.0,6383.0,11809213720.0,9181,9401,2015-09-09,IC,201509,200,0.2,IC,-1,0.8356164383561644,True,1,0,0,6732.938137109952,6795.309521956786,6953.880839363992,6659.9953311026375
IC1509.CFE,IC1509,6318.0,6319.0,6463.8,6234.2,6350.8,6371.0,6369.0,8120991040.0,6395,9113,2015-09-10,IC,201509,200,0.2,IC,-1,0.8082191780821918,True,1,0,0,6680.081031307549,6679.0238891915005,6833.155209711304,6590.435379866674
IC1509.CFE,IC1509,6330.8,6420.0,6489.0,6296.2,6397.8,6350.8,6319.0,7909458080.0,6184,8907,2015-09-11,IC,201509,200,0.2,IC,-1,0.7808219178082192,True,1,0,0,6786.852385028402,6692.555308276917,6859.795191035716,6655.978191061655
IC1509.CFE,IC1509,6498.0,5758.2,6500.0,5758.2,5799.8,6397.8,6420.0,10011356920.0,8153,7599,2015-09-14,IC,201509,200,0.2,IC,-1,0.7534246575342466,True,1,0,0,6087.235732627811,6869.3094700801485,6871.4237543122445,6087.235732627811
IC1509.CFE,IC1509,5749.6,5663.6,5898.6,5590.2,5667.8,5799.8,5758.2,7958170760.0,6917,6912,2015-09-15,IC,201509,200,0.2,IC,-1,0.726027397260274,True,1,0,0,5987.230088449667,6078.144310429799,6235.658485720956,5909.635857131741
IC1509.CFE,IC1509,5710.4,6050.8,6200.0,5620.0,6025.2,5667.8,5663.6,9021220520.0,7708,5599,2015-09-16,IC,201509,200,0.2,IC,-1,0.6986301369863014,True,1,1,0,6396.555515783468,6036.704339480715,6554.281119497835,5941.138692189973
IC1510.CFE,IC1510,5804.6,5699.0,5998.0,5650.0,5816.4,5743.8,5804.6,8781720240.0,7501,6170,2015-09-17,IC,201510,200,0.2,IC,-1,0.6712328767123288,True,1,0,1,6280.1863839799435,6396.555515783467,6609.678528006965,6226.189343654444
IC1510.CFE,IC1510,5768.8,5830.0,5898.6,5658.0,5803.2,5816.4,5699.0,9980985600.0,8649,7371,2015-09-18,IC,201510,200,0.2,IC,-1,0.6438356164383562,True,1,0,0,6424.5458183195415,6357.104616933409,6500.14167477524,6235.005186972893
IC1510.CFE,IC1510,5750.0,6170.2,6184.2,5715.0,6077.4,5803.2,5830.0,11932534320.0,10042,8588,2015-09-21,IC,201510,200,0.2,IC,-1,0.6164383561643836,True,1,0,0,6799.439555436576,6336.387385135054,6814.867281243861,6297.8180706168405
IC1510.CFE,IC1510,6168.8,6077.8,6190.0,6005.0,6097.8,6077.4,6170.2,11318663120.0,9276,8743,2015-09-22,IC,201510,200,0.2,IC,-1,0.589041095890411,True,1,0,0,6697.616565108492,6797.896782855847,6821.258767649736,6617.392390910609
IC1510.CFE,IC1510,6080.8,5980.4,6093.2,5903.0,5998.4,6097.8,6077.8,10872834840.0,9051,9004,2015-09-23,IC,201510,200,0.2,IC,-1,0.5616438356164384,True,1,0,0,6590.283672706378,6700.922506352911,6714.587063496506,6504.990388600387
IC1510.CFE,IC1510,6000.0,6100.0,6146.8,5978.0,6064.6,5998.4,5980.4,10906944120.0,8986,9329,2015-09-24,IC,201510,200,0.2,IC,-1,0.5342465753424658,True,1,0,0,6722.080530317187,6611.882488836578,6773.653213730113,6587.638919710844
IC1510.CFE,IC1510,6098.8,5787.4,6115.0,5713.0,5785.8,6064.6,6100.0,12623876120.0,10687,8974,2015-09-25,IC,201510,200,0.2,IC,-1,0.5068493150684932,True,1,0,0,6377.601452648802,6720.758153819421,6738.610236539279,6295.614109787229
IC1510.CFE,IC1510,5848.0,5994.4,6036.6,5770.0,5992.0,5785.8,5787.4,11155013760.0,9431,9251,2015-09-28,IC,201510,200,0.2,IC,-1,0.4794520547945205,True,1,0,0,6605.711398513664,6444.381465786051,6652.214972018482,6358.426993431176
IC1510.CFE,IC1510,5950.0,5914.0,5950.0,5788.2,5882.2,5992.0,5994.4,10428152120.0,8872,9170,2015-09-29,IC,201510,200,0.2,IC,-1,0.4520547945205479,True,1,0,0,6517.112173163254,6556.783468096273,6556.783468096273,6378.483036980647
IC1510.CFE,IC1510,5955.0,5917.8,5993.0,5852.0,5921.2,5882.2,5914.0,8751195360.0,7381,8796,2015-09-30,IC,201510,200,0.2,IC,-1,0.4246575342465753,True,1,0,0,6521.299698739517,6562.293370170303,6604.168625932935,6448.789387445276
IC1510.CFE,IC1510,6220.0,6195.2,6350.0,6191.8,6231.2,5921.2,5917.8,9844458280.0,7856,9007,2015-10-08,IC,201510,200,0.2,IC,-1,0.3972602739726027,True,1,0,0,6826.989065806728,6854.318180093919,6997.575634018712,6823.242332396388
IC1510.CFE,IC1510,6230.0,6406.8,6444.6,6208.8,6392.6,6231.2,6195.2,9453899480.0,7489,8901,2015-10-09,IC,201510,200,0.2,IC,-1,0.3698630136986301,True,1,0,0,7060.168121579697,6865.337984241979,7101.822981259367,6841.97599944809
IC1510.CFE,IC1510,6458.2,6642.6,6790.0,6458.2,6670.4,6392.6,6406.8,11291458000.0,8516,8977,2015-10-12,IC,201510,200,0.2,IC,-1,0.3424657534246575,True,1,0,0,7320.015103390974,7116.809914900729,7482.447016533392,7116.809914900729
IC1510.CFE,IC1510,6613.0,6688.6,6737.6,6586.4,6703.4,6670.4,6642.6,8770147280.0,6576,8048,2015-10-13,IC,201510,200,0.2,IC,-1,0.3150684931506849,True,1,0,0,7370.706202472054,7287.396483112713,7424.703242797554,7258.083804078871
IC1510.CFE,IC1510,6645.0,6645.2,6743.4,6625.6,6663.8,6703.4,6688.6,9329439760.0,6975,6782,2015-10-14,IC,201510,200,0.2,IC,-1,0.2876712328767123,True,1,0,0,7322.880252469469,7322.659856386508,7431.094729203428,7301.281436339271
IC1510.CFE,IC1510,6655.8,6954.8,6957.0,6655.2,6914.2,6663.8,6645.2,7966886240.0,5867,4445,2015-10-15,IC,201510,200,0.2,IC,-1,0.2602739726027397,True,1,1,0,7664.053388893437,7334.561244866414,7666.477745806011,7333.900056617531
IC1511.CFE,IC1511,6814.0,6779.0,6865.0,6641.2,6747.0,6762.8,6814.0,9932256880.0,7352,7443,2015-10-16,IC,201511,200,0.2,IC,-1,0.2328767123287671,True,1,0,1,7624.687103508747,7664.053388893436,7721.415690453983,7469.696414194172
IC1511.CFE,IC1511,6797.8,6685.0,6818.0,6530.0,6633.8,6747.0,6779.0,11629886560.0,8686,8196,2015-10-19,IC,201511,200,0.2,IC,-1,0.2054794520547945,True,1,0,0,7518.960508475584,7645.832422515382,7668.552392937402,7344.624101771962
IC1511.CFE,IC1511,6685.0,6850.0,6850.0,6645.6,6768.6,6633.8,6685.0,11900876040.0,8843,8956,2015-10-20,IC,201511,200,0.2,IC,-1,0.1780821917808219,True,1,0,0,7704.5444252891175,7518.960508475584,7704.5444252891175,7474.645318642535
IC1511.CFE,IC1511,6814.0,6478.8,6844.0,6451.0,6499.2,6768.6,6850.0,14213515960.0,10707,9261,2015-10-21,IC,201511,200,0.2,IC,-1,0.1506849315068493,True,1,0,0,7287.036850009217,7664.053388893438,7697.795919223171,7255.768771903664
IC1511.CFE,IC1511,6520.2,6666.2,6735.0,6483.0,6669.2,6499.2,6478.8,13881061120.0,10515,9983,2015-10-22,IC,201511,200,0.2,IC,-1,0.1232876712328767,True,1,0,0,7497.815189468952,7333.601541864249,7575.19805902514,7291.760804255379
IC1511.CFE,IC1511,6706.2,6908.0,6920.0,6671.0,6873.0,6669.2,6666.2,13456037440.0,9940,10045,2015-10-23,IC,201511,200,0.2,IC,-1,0.0958904109589041,True,1,0,0,7769.779983926603,7542.805229908596,7783.276996058496,7503.213994321709
IC1511.CFE,IC1511,6944.0,6865.0,6949.8,6750.0,6816.8,6873.0,6908.0,12799124000.0,9359,10328,2015-10-26,IC,201511,200,0.2,IC,-1,0.0684931506849315,True,1,0,0,7721.415690453984,7810.271020322282,7816.794576186031,7592.069324190006
IC1511.CFE,IC1511,6824.0,6903.4,6990.0,6641.2,6921.8,6816.8,6865.0,14066865480.0,10357,10853,2015-10-27,IC,201511,200,0.2,IC,-1,0.0410958904109589,True,1,0,0,7764.606129276043,7675.300899003349,7862.009566827874,7469.6964141941735
IC1511.CFE,IC1511,6910.0,6683.4,6927.0,6666.8,6714.0,6921.8,6903.4,13270788280.0,9763,10741,2015-10-28,IC,201511,200,0.2,IC,-1,0.0410958904109589,True,1,0,0,7517.160906857998,7772.029485948585,7791.150253135434,7498.490040075546
IC1511.CFE,IC1511,6712.2,6782.0,6886.6,6655.0,6790.8,6714.0,6683.4,13187691880.0,9744,11261,2015-10-29,IC,201511,200,0.2,IC,-1,0.0410958904109589,True,1,0,0,7628.061356541723,7549.553735974544,7745.710312291394,7485.217978145853
IC1511.CFE,IC1511,6801.0,6783.8,6887.0,6651.0,6809.6,6790.8,6782.0,14043599760.0,10368,11732,2015-10-30,IC,201511,200,0.2,IC,-1,0.0410958904109589,True,1,0,0,7630.085908361507,7649.431625750553,7746.160212695789,7480.7189741018865
IC1511.CFE,IC1511,6641.0,6668.8,6868.0,6582.6,6687.4,6809.6,6783.8,13850043160.0,10294,12019,2015-11-02,IC,201511,200,0.2,IC,-1,0.0136986301369863,True,1,0,0,7500.739542097529,7469.471463991976,7724.789943486958,7403.786004950095
